"state","total_firms","total_pop","female_firms","female_pop","female_firm_prop","female_pop_prop","female_target","female_needed","female_progress","female_met","female_hisp_firms","female_hisp_pop","female_hisp_firm_prop","female_hisp_pop_prop","female_hisp_target","female_hisp_needed","female_hisp_progress","female_hisp_met","hisp_firms","hisp_pop","hisp_firm_prop","hisp_pop_prop","hisp_target","hisp_needed","hisp_progress","hisp_met","female_baa_firms","female_baa_pop","female_baa_firm_prop","female_baa_pop_prop","female_baa_target","female_baa_needed","female_baa_progress","female_baa_met","baa_firms","baa_pop","baa_firm_prop","baa_pop_prop","baa_target","baa_needed","baa_progress","baa_met","female_aian_firms","female_aian_pop","female_aian_firm_prop","female_aian_pop_prop","female_aian_target","female_aian_needed","female_aian_progress","female_aian_met","aian_firms","aian_pop","aian_firm_prop","aian_pop_prop","aian_target","aian_needed","aian_progress","aian_met","female_asian_firms","female_asian_pop","female_asian_firm_prop","female_asian_pop_prop","female_asian_target","female_asian_needed","female_asian_progress","female_asian_met","asian_firms","asian_pop","asian_firm_prop","asian_pop_prop","asian_target","asian_needed","asian_progress","asian_met","female_nhpi_firms","female_nhpi_pop","female_nhpi_firm_prop","female_nhpi_pop_prop","female_nhpi_target","female_nhpi_needed","female_nhpi_progress","female_nhpi_met","nhpi_firms","nhpi_pop","nhpi_firm_prop","nhpi_pop_prop","nhpi_target","nhpi_needed","nhpi_progress","nhpi_met","female_white_firms","female_white_pop","female_white_firm_prop","female_white_pop_prop","female_white_target","female_white_needed","female_white_progress","female_white_met","white_firms","white_pop","white_firm_prop","white_pop_prop","white_target","white_needed","white_progress","white_met"
"Maryland",104055,6055802,23343,3123228,0.224333285281822,0.515741432761507,53665.4747859986,30322.4747859986,0.434972393202235,"No",926,317162,0.00889913987794916,0.0523732446998763,5449.69797724562,4523.69797724562,0.169917673211685,"No",4082,654437,0.0392292537600308,0.108067767076929,11244.9915031898,7162.99150318983,0.363006054637042,"No",2751,1009355,0.0264379414732593,0.166675693822222,17343.4393206713,14592.4393206713,0.158619057566116,"No",6717,1894597,0.0645524001729854,0.312856496959445,32554.282791115,25837.282791115,0.206332298674792,"No",0,18686,0,0.00308563589100172,321.075842638184,321.075842638184,0,"No",0,38429,0,0.00634581513728487,660.313794110177,660.313794110177,0,"No",4390,218103,0.0421892268511845,0.0360155434408192,3747.59737273445,0,1,"Yes",14075,415516,0.135265004084378,0.0686145286784475,7139.68478163586,0,1,"Yes",0,3572,0,0.000589847554460995,61.3765872794388,61.3765872794388,0,"No",0,7446,0,0.0012295646390024,127.942348511395,127.942348511395,0,"No",16312,1778580,0.156763250204219,0.293698505994747,30560.7980412834,14248.7980412834,0.533755695056286,"No",76686,3515375,0.736975637883811,0.580497017570918,60403.6171633419,0,1,"Yes"
"Massachusetts",136441,6893574,26978,3546542,0.197726489838099,0.51447072302408,70194.8999201285,43216.8999201285,0.384329916143438,"No",1181,437457,0.00865575596778095,0.0634586645475917,8658.36364953796,7477.36364953796,0.136399907396246,"No",4315,867425,0.0316253911947289,0.125830955031454,17168.5013354466,12853.5013354466,0.251332362428811,"No",0,326243,0,0.0473256688040195,6457.16157728923,6457.16157728923,0,"No",2488,634206,0.0182349880167985,0.0919995926641246,12552.5164226858,10064.5164226858,0.198207269062282,"No",0,17556,0,0.00254671959712045,347.476968550711,347.476968550711,0,"No",0,35652,0,0.00517177301643531,705.64188213545,705.64188213545,0,"No",2830,266549,0.0207415659515835,0.0386662999483287,5275.66863124991,2445.66863124991,0.536424896597328,"No",11114,512509,0.0814564537052646,0.074345905331545,10143.8296693413,0,1,"Yes",12,3869,8.79501029749122e-05,0.00056124732975957,76.5771469197255,64.5771469197255,0.156704715214572,"No",101,7584,0.000740246700038845,0.00110015501393036,150.106250255673,49.1062502556729,0.672856725339343,"No",23721,2841115,0.173855366055658,0.412139624525681,56232.7425099085,32511.7425099085,0.421836085903515,"No",114815,5522830,0.841499256088712,0.801156265240643,109310.561985699,0,1,"Yes"
"Michigan",163137,9966555,31916,5058742,0.195639247994017,0.507571773797466,82803.7364619971,50887.7364619971,0.385441543627055,"No",0,266637,0,0.0267531759971224,4364.43287264255,4364.43287264255,0,"No",2527,542105,0.0154900482416619,0.0543924154334171,8873.41547656136,6346.41547656136,0.284783238954034,"No",1370,739308,0.00839784966010163,0.0741788913019594,12101.3217903278,10731.3217903278,0.113210773478894,"No",3310,1405195,0.0202896951641872,0.140991044548492,23000.8560345074,19690.8560345074,0.14390768739364,"No",256,37046,0.00156923322115768,0.00371703161222709,606.385386123891,350.385386123891,0.422173762524838,"No",0,73658,0,0.0073905175860666,1205.66686743815,1205.66686743815,0,"No",0,171212,0,0.0171786540083309,2802.47407895707,2802.47407895707,0,"No",8218,338185,0.0503748383260695,0.0339319855255903,5535.56232268823,0,1,"Yes",10,2146,6.12981727014718e-05,0.000215320138202217,35.1266813858951,25.1266813858951,0.284683881467249,"No",37,4388,0.000226803238995446,0.000440272491347311,71.8247334209263,34.8247334209263,0.515142879586657,"No",28024,3975839,0.171781999178604,0.398918081523656,65078.2990655246,37054.2990655246,0.430619736569694,"No",142557,7881327,0.873848360580371,0.790777455198913,129005.061708785,0,1,"Yes"
"Minnesota",111659,5657342,0,2838748,0,0.501781225176063,56028.389821934,56028.389821934,0,"No",210,154579,0.00188072613940659,0.0273236088608396,3050.92684179249,2840.92684179249,0.0688315423114571,"No",1379,321686,0.0123501016487699,0.0568616852224949,6349.11891025856,4970.11891025856,0.21719549113687,"No",0,200480,0,0.0354371363795931,3956.87521100899,3956.87521100899,0,"No",1508,409573,0.0135054048486911,0.072396719165997,8083.74526535606,6575.74526535606,0.186547194462291,"No",69,38648,0.00061795287437645,0.00683147668993672,762.795855721645,693.795855721645,0.0904567053982254,"No",338,77485,0.0030270735005687,0.0136963612947564,1529.32200581121,1191.32200581121,0.221012970921524,"No",1510,153802,0.0135233165262093,0.0271862652107651,3035.59118716882,1525.59118716882,0.49743193562514,"No",4090,301058,0.036629380524633,0.0532154499409793,5941.98392495981,1851.98392495981,0.688322292966766,"No",0,2266,0,0.000400541455687141,44.7240584005704,44.7240584005704,0,"No",0,4650,0,0.000821940762994353,91.7770836551865,91.7770836551865,0,"No",0,2366949,0,0.418385347748112,46716.4895442064,46716.4895442064,0,"No",98645,4711873,0.883448714389346,0.832877524462902,92998.2715040031,0,1,"Yes"
"Mississippi",40421,2966786,6663,1530971,0.164840058385493,0.516036883010773,20858.7268481785,14195.7268481785,0.319434644717152,"No",0,44894,0,0.0151322003002576,611.658668336712,611.658668336712,0,"No",600,99990,0.0148437693278246,0.0337031386827361,1362.31456869488,762.314568694877,0.440426912981494,"No",0,596524,0,0.201067417737579,8127.34609237067,8127.34609237067,0,"No",0,1123913,0,0.378831840247325,15312.7618146371,15312.7618146371,0,"No",0,9296,0,0.00313335710765792,126.653427648641,126.653427648641,0,"No",94,18606,0.00232552386135919,0.00627143312662255,253.49759841121,159.49759841121,0.370812191472987,"No",0,17529,0,0.00590841402109893,238.82400314684,238.82400314684,0,"No",2193,33071,0.0542539768931991,0.0111470797017378,450.576108623945,0,1,"Yes",0,903,0,0.000304369779283036,12.3029308483996,12.3029308483996,0,"No",0,1946,0,0.000655928671633208,26.5132928360859,26.5132928360859,0,"No",5750,885918,0.142252789391653,0.298612033358658,12070.1970003903,6320.19700039032,0.47637996296283,"No",33009,1748392,0.816629969570273,0.589321912669131,23820.9810319989,0,1,"Yes"
"Missouri",105590,6151548,24855,3133825,0.235391609053888,0.509436811677321,53791.4329450083,28936.4329450083,0.462062425914729,"No",610,133900,0.00577706222180131,0.0217668788409031,2298.36473681096,1688.36473681096,0.265406090787135,"No",2023,276072,0.0191590112700066,0.044878459860835,4738.71657670557,2715.71657670557,0.426908840664706,"No",3227,380821,0.0305616062127095,0.0619065314941865,6536.71066047115,3309.71066047115,0.493673372987784,"No",4482,725295,0.0424472014395303,0.11790446892392,12449.5328736767,7967.53287367667,0.360013507773995,"No",0,17991,0,0.00292462970296257,308.811650335818,308.811650335818,0,"No",500,36508,0.00473529690311583,0.00593476633848911,626.651977681065,126.651977681065,0.797891042888363,"No",1232,71442,0.0116677715692774,0.0116136621221195,1226.2865834746,0,1,"Yes",4234,136920,0.0400984941755848,0.0222578121799586,2350.20238808183,0,1,"Yes",10,5154,9.47059380623165e-05,0.00083783789056023,88.4673028642547,78.4673028642547,0.113036112509772,"No",0,10423,0,0.00169437026257456,178.908556025248,178.908556025248,0,"No",20381,2581848,0.193020172364807,0.419707039593936,44316.8663107237,23935.8663107237,0.459892625464545,"No",90406,5089565,0.856198503646179,0.827363291321144,87361.2899305996,0,1,"Yes"
"Montana",31826,1080577,6336,536476,0.199082511154402,0.496471792384994,15800.7112644448,9464.71126444483,0.400994606759091,"No",53,22036,0.00166530509646201,0.0203928086568565,649.021528313114,596.021528313114,0.0816613897812503,"No",258,44960,0.00810657952617357,0.0416074004906638,1324.19712801587,1066.19712801587,0.194835039694263,"No",0,2607,0,0.00241259993503471,76.7834055324146,76.7834055324146,0,"No",121,6527,0.00380192295607365,0.00604029143688974,192.238315270453,71.2383152704527,0.629427072484326,"No",0,35930,0,0.0332507539953192,1058.23849665503,1058.23849665503,0,"No",294,71078,0.00923773015773267,0.0657778205532785,2093.44491692864,1799.44491692864,0.140438373908274,"No",111,6345,0.00348771444730723,0.00587186290287504,186.877908746901,75.877908746901,0.593970687837338,"No",380,10798,0.0119399233331239,0.00999280939720168,318.031151875341,0,1,"Yes",5,439,0.000157104254383209,0.00040626443094754,12.9297717793364,7.92977177933641,0.386704427992356,"No",50,944,0.00157104254383209,0.000873607341263047,27.8034272430377,0,1,"Yes",6154,475631,0.193363916294853,0.440163912428267,14008.656676942,7854.65667694204,0.43929979454271,"No",28652,959778,0.900270219317539,0.888208799558014,28268.1332547334,0,1,"Yes"
"Nebraska",40740,1937552,6434,969739,0.157928325969563,0.500497018918718,20390.2485507486,13956.2485507486,0.315542990267463,"No",196,108311,0.00481099656357388,0.0559009513035005,2277.40475610461,2081.40475610461,0.0860628746271912,"No",0,225592,0,0.116431455775122,4743.41750827849,4743.41750827849,0,"No",0,49546,0,0.0255714427277307,1041.78057672775,1041.78057672775,0,"No",279,102414,0.00684830633284242,0.0528574200847255,2153.41129425172,1874.41129425172,0.129561872710874,"No",0,15367,0,0.00793114197709274,323.114724146758,323.114724146758,0,"No",151,30911,0.00370643102601865,0.015953636341115,649.951144537024,498.951144537024,0.232325154389198,"No",0,27315,0,0.0140976861524233,574.339733849724,574.339733849724,0,"No",849,53514,0.020839469808542,0.0276193877635284,1125.21385748615,276.213857486148,0.75452323516239,"No",0,1209,0,0.000623983253094627,25.4210777310751,25.4210777310751,0,"No",0,2543,0,0.00131248090373833,53.4704720182994,53.4704720182994,0,"No",6245,852980,0.153289150711831,0.440235926571261,17935.2116485132,11690.2116485132,0.348197730943293,"No",36444,1701816,0.894550810014728,0.878333071834975,35783.2893465569,0,1,"Yes"
"Nevada",54370,3138259,11795,1565619,0.216939488688615,0.498881386144356,27124.1809646686,15329.1809646686,0.434851839963902,"No",885,456401,0.0162773588375943,0.145431272562271,7907.09828921067,7022.09828921067,0.111924750095442,"No",4127,924674,0.0759058304211882,0.294645534355195,16019.877702892,11892.877702892,0.257617447307665,"No",402,166253,0.00739378333639875,0.0529761883898047,2880.31536275368,2478.31536275368,0.139568050498357,"No",1151,328551,0.0211697627368034,0.104692123881426,5692.11077543313,4541.11077543313,0.202209697844894,"No",0,26588,0,0.00847221341514515,460.634243381442,460.634243381442,0,"No",207,53182,0.00380724664336951,0.0169463387183786,921.372436118243,714.372436118243,0.224664849832164,"No",2392,154787,0.0439948501011587,0.0493225702531244,2681.66814466237,289.668144662375,0.89198210627257,"No",6561,282006,0.120673165348538,0.0898606520366866,4885.72365123465,0,1,"Yes",0,13435,0,0.00428103607764687,232.759931541661,232.759931541661,0,"No",153,26595,0.00281405186683833,0.00847444395124813,460.755517629361,307.755517629361,0.332063305041256,"No",8929,1128394,0.164226595549016,0.35956050791219,19549.3048151857,10620.3048151857,0.456742584169235,"No",42966,2296904,0.790251977193305,0.731903899582539,39793.6150203027,0,1,"Yes"
"New Hampshire",29363,1366275,4825,689281,0.16432244661649,0.504496532542863,14813.5316850561,9988.53168505608,0.325715710647682,"No",0,27608,0,0.0202067665733472,593.331286893195,593.331286893195,0,"No",569,57467,0.0193781289377788,0.0420610784798082,1235.03944740261,666.039447402609,0.460714029172634,"No",0,11215,0,0.00820844998261697,241.024716839582,241.024716839582,0,"No",0,25564,0,0.0187107280745092,549.403108451812,549.403108451812,0,"No",0,1964,0,0.00143748513293444,42.2088759583539,42.2088759583539,0,"No",0,4221,0,0.00308942196849097,90.7146972608003,90.7146972608003,0,"No",294,21794,0.0100126008922794,0.0159514007063,468.380978939086,174.380978939086,0.627694149036388,"No",1058,41734,0.0360317406259578,0.030545827157783,896.917122833983,0,1,"Yes",0,359,0,0.000262758229492598,7.71536989259117,7.71536989259117,0,"No",6,733,0.000204338793719988,0.00053649521509213,15.7531090007502,9.75310900075022,0.380877196984688,"No",4447,641832,0.151449102612131,0.469767799308338,13793.7918910907,9346.79189109074,0.322391408766452,"No",25645,1269425,0.873378060824848,0.929113831402902,27281.5694314834,1636.56943148341,0.940011903069081,"No"
"New Jersey",185532,8882371,35971,4539322,0.193880300972339,0.511048457669692,94815.8424483733,58844.8424483733,0.379377528808923,"No",3000,936258,0.0161697173533407,0.105406315498418,19556.2445270525,16556.2445270525,0.153403686267578,"No",12286,1874656,0.0662203824677145,0.211053557659323,39157.1886596495,26871.1886596495,0.313761033939099,"No",1770,708427,0.00954013323847099,0.079756519965221,14797.3866621874,13027.3866621874,0.119615715964427,"No",4122,1352737,0.0222171916434901,0.152294584407699,28255.5188343293,24133.5188343293,0.145883005163294,"No",189,29240,0.00101869219326046,0.00329191383696988,610.755358000696,421.755358000696,0.309452872617754,"No",536,60310,0.00288898950046353,0.00678985374513179,1259.73514504179,723.735145041791,0.425486263608386,"No",7185,465077,0.0387264730612509,0.0523595557987839,9714.37310645998,2529.37310645998,0.73962569908109,"No",29567,908286,0.159363344328741,0.102257156338099,18971.9747297203,0,1,"Yes",0,5517,0,0.000621117942495309,115.23725410704,115.23725410704,0,"No",0,10958,0,0.00123367961099576,228.887045587265,228.887045587265,0,"No",26988,3225899,0.145462777310653,0.363179943733492,67381.5013207622,40393.5013207622,0.400525358904169,"No",142824,6342691,0.769807903757842,0.714076342904389,132484.012051737,0,1,"Yes"
"New Mexico",32100,2106319,6560,1063860,0.204361370716511,0.505080189657882,16213.074088018,9653.07408801801,0.404611732752647,"No",0,527189,0,0.250289248684553,8034.28488277417,8034.28488277417,0,"No",6094,1046092,0.189844236760125,0.496644620306801,15942.2923118483,9848.2923118483,0.382253686031772,"No",96,25568,0.00299065420560748,0.0121387121323978,389.652659449969,293.652659449969,0.246373270326226,"No",212,56543,0.00660436137071651,0.0268444618312801,861.70722478409,649.70722478409,0.246023236085921,"No",0,120145,0,0.0570402678796517,1830.99259893682,1830.99259893682,0,"No",0,233214,0,0.110721120589996,3554.14797093888,3554.14797093888,0,"No",0,21596,0,0.0102529578852966,329.11994811802,329.11994811802,0,"No",1372,39553,0.0427414330218069,0.0187782572345404,602.782057228748,0,1,"Yes",1,1733,3.11526479750779e-05,0.000822762364105342,26.4106718877815,25.4106718877815,0.0378634820139746,"No",48,3493,0.00149532710280374,0.00165834329937678,53.2328199099946,5.23281990999465,0.901699366690658,"No",6202,866589,0.193208722741433,0.41142343586133,13206.6922911487,7004.69229114868,0.46961039625014,"No",27575,1716720,0.859034267912773,0.815033240454081,26162.567018576,0,1,"Yes"
"New York",437676,19336776,99018,9946279,0.226235845694075,0.514371113364503,225127.891412922,126109.891412922,0.439829997867232,"No",6770,1898467,0.0154680631334595,0.0981790863171813,42970.6297829586,36200.6297829586,0.157549471213123,"No",22590,3738921,0.0516135223315878,0.193358034452072,84628.1710868451,62038.1710868451,0.266932390359922,"No",5164,1812511,0.0117986821301602,0.0937338778708509,41025.0687310025,35861.0687310025,0.125874255905818,"No",12636,3410644,0.0288706714555973,0.176381212669578,77197.8236363704,64561.8236363704,0.163683370913669,"No",512,97933,0.00116981511437685,0.00506459815224627,2216.65306088254,1704.65306088254,0.2309788613452,"No",1334,196693,0.00304791672378655,0.0101719645508641,4452.024756764,3118.024756764,0.299638944723576,"No",21738,931828,0.04966687686782,0.0481894189600169,21091.3521327444,0,1,"Yes",69856,1782587,0.159606649667791,0.0921863603322498,40347.7574447778,0,1,"Yes",0,14088,0,0.000728559921260918,318.873192097793,318.873192097793,0,"No",0,27911,0,0.00144341538630845,631.748272617938,631.748272617938,0,"No",72982,6820849,0.166748919291896,0.352739722485279,154385.710778467,81403.7107784669,0.472725096331773,"No",336180,13395980,0.768102431935953,0.692772156020218,303209.746158305,0,1,"Yes"
"North Carolina",171802,10600823,39295,5448241,0.228722599271254,0.513945096526939,88296.7954735212,49001.7954735212,0.445033138397236,"No",1566,511832,0.00911514417759979,0.0482822890260501,8294.99381925347,6728.99381925347,0.188788567432704,"No",5582,1052435,0.0324908906764764,0.0992786126133792,17056.2642042038,11474.2642042038,0.327269789748228,"No",2296,1254357,0.0133642216039394,0.118326378999065,20328.7085647973,18032.7085647973,0.112943721569009,"No",6556,2357626,0.038160207680935,0.222400279676399,38208.8128489647,31652.8128489647,0.171583451857433,"No",435,85130,0.00253198449377772,0.00803050857466444,1379.6574341445,944.6574341445,0.315295659077672,"No",1299,168343,0.00756102955728106,0.0158801821330287,2728.2470508186,1429.2470508186,0.476129901656171,"No",2948,181247,0.0171592880176017,0.017097446113382,2937.37543717125,0,1,"Yes",11208,353258,0.0652378901293349,0.0333236391174534,5725.06784765673,0,1,"Yes",0,7285,0,0.000687210794859984,118.064188978535,118.064188978535,0,"No",0,14988,0,0.00141385249050946,242.902685574507,242.902685574507,0,"No",33927,3788223,0.197477328552636,0.357351782970058,61393.7510178219,27466.7510178219,0.552613245444986,"No",144269,7449248,0.839739933178892,0.702704686230494,120726.070503771,0,1,"Yes"
"North Dakota",18575,765309,3419,373494,0.184064602960969,0.488030325005978,9065.16328698604,5646.16328698604,0.377158126308472,"No",50,15332,0.00269179004037685,0.0200337380064784,372.126683470337,322.126683470337,0.134362845291597,"No",149,33257,0.00802153432032301,0.0434556499400896,807.188697637164,658.188697637164,0.184591286320236,"No",0,11523,0,0.0150566633869457,279.677522412516,279.677522412516,0,"No",67,26634,0.00360699865410498,0.0348016291458744,646.440261384617,579.440261384617,0.103644534541354,"No",0,21664,0,0.0283075202303906,525.812188279505,525.812188279505,0,"No",230,42873,0.0123822341857335,0.0560205093628848,1040.58096141559,810.580961415585,0.221030374885115,"No",0,6531,0,0.00853380791288225,158.515481981788,158.515481981788,0,"No",317,13090,0.0170659488559892,0.0171042023548658,317.710558741632,0.710558741632497,0.997763502905138,"No",0,329,0,0.000429891716940478,7.98523864216937,7.98523864216937,0,"No",0,666,0,0.000870236727909903,16.1646472209265,16.1646472209265,0,"No",3264,324642,0.175720053835801,0.424197285018208,7879.46456921322,4615.46456921322,0.414241344869188,"No",16092,663899,0.866325706594886,0.867491431565551,16113.6533413301,21.653341330104,0.998656211544867,"No"
"Ohio",169248,11693217,30859,5960556,0.18233007184723,0.509744752021621,86273.2797901553,55414.2797901553,0.357688963199952,"No",633,238770,0.00374007373794668,0.020419530399547,3455.96468106253,2822.96468106253,0.183161594060442,"No",2235,488084,0.0132054736245037,0.0417407801463019,7064.54355820131,4829.54355820131,0.316368634659399,"No",1609,799739,0.00950675931177917,0.0683934113255574,11575.4480800279,9966.44808002793,0.139001098607676,"No",4026,1535995,0.023787577992059,0.131357777761244,22232.041170535,18206.041170535,0.181089984905921,"No",0,16923,0,0.00144724928990884,244.944047818492,244.944047818492,0,"No",412,34561,0.00243429759878994,0.00295564514025524,500.23702869792,88.2370286979195,0.823609561795947,"No",1702,157154,0.0100562488183021,0.0134397574251808,2274.65206469699,572.652064696995,0.748246303870092,"No",8316,304804,0.0491349971639251,0.0260667359546992,4411.74292686093,0,1,"Yes",6,3714,3.54509359047079e-05,0.00031762003561552,53.7565557878555,47.7565557878555,0.111614293588272,"No",0,7826,0,0.000669276897880198,113.273776412428,113.273776412428,0,"No",27596,4835737,0.163050671204386,0.413550608014886,69992.6133053034,42396.6133053034,0.394270176477452,"No",146622,9517953,0.866314520703347,0.813972151547346,137763.158705085,0,1,"Yes"
"Oklahoma",68148,3980783,13208,2009602,0.19381346481188,0.504825809394785,34402.8692586358,21194.8692586358,0.383921465988902,"No",0,217275,0,0.0545809706281402,3719.5839863665,3719.5839863665,0,"No",2402,452487,0.0352468157539473,0.113667838714142,7746.23587269138,5344.23587269138,0.310086090777073,"No",0,154280,0,0.0387561944471728,2641.15713918593,2641.15713918593,0,"No",879,310208,0.0128983976052122,0.0779263778005483,5310.52679435176,4431.52679435176,0.165520302229695,"No",1334,193317,0.0195750425544403,0.0485625566628475,3309.44111145973,1975.44111145973,0.403089209045209,"No",4058,382154,0.0595468685801491,0.0959997065903869,6542.18800472168,2484.18800472168,0.620281776841513,"No",760,50380,0.0111521981569525,0.012655801635005,862.467569822319,102.467569822319,0.881192553311391,"No",3134,96016,0.0459881434524858,0.024119877923514,1643.72144073163,0,1,"Yes",0,4357,0,0.00109450829145924,74.5885510463645,74.5885510463645,0,"No",0,9202,0,0.00231160553087169,157.531293717844,157.531293717844,0,"No",11550,1476246,0.169484064095792,0.370843123074028,25272.2171512489,13722.2171512489,0.457023613356742,"No",56536,2925794,0.82960615131772,0.73497952538483,50087.3846959254,0,1,"Yes"
"Oregon",90942,4241507,20382,2139046,0.224120868245695,0.50431273601576,45863.2088387453,25481.2088387453,0.444408503374959,"No",1157,279984,0.0127223944931935,0.0660105005131431,6003.12693766626,4846.12693766626,0.192732889378113,"No",4311,579836,0.0474038398099888,0.136705185208936,12432.2429532711,8121.24295327109,0.346759632690875,"No",0,43544,0,0.0102661624747996,933.625347783229,933.625347783229,0,"No",639,94923,0.00702645642277496,0.0223795457605045,2035.2406505518,1396.2406505518,0.313967785493452,"No",393,38554,0.00432143564029821,0.0090896938281606,826.634936120582,433.634936120582,0.475421474253627,"No",1632,78690,0.0179455037276506,0.0185523682974,1687.18947770215,55.1894777021471,0.967289105087763,"No",1929,111600,0.0212113215016164,0.0263114029989813,2392.81161153335,463.811611533354,0.806164593444055,"No",6165,208564,0.067790459853533,0.0491721456548345,4471.81327014196,0,1,"Yes",76,9826,0.00083569747751314,0.00231662944326156,210.678914829093,134.678914829093,0.36073852032916,"No",274,20138,0.00301290932682369,0.004747840802809,431.778138289056,157.778138289056,0.634585162383949,"No",18093,1847670,0.198950979745332,0.435616397662435,39615.8264362171,21522.8264362171,0.456711411262122,"No",77241,3664352,0.849343537639375,0.863926901452715,78567.2402719128,1326.24027191279,0.9831196785413,"No"
"Pennsylvania",213299,12783254,39512,6516212,0.185242312434657,0.509745953573323,108728.302151236,69216.3021512363,0.36340124161086,"No",951,508773,0.00445853004467907,0.0397999601666368,8489.29170358345,7538.29170358345,0.112023480074147,"No",3741,1032627,0.0175387601442107,0.0807796668985847,17230.2221698012,13489.2221698012,0.217118500454203,"No",0,801735,0,0.062717599133992,13377.6011776814,13377.6011776814,0,"No",3740,1551913,0.0175340718896947,0.121402031126034,25894.9318371519,22154.9318371519,0.144429806709672,"No",0,26348,0,0.00206113404302222,439.637830242597,439.637830242597,0,"No",0,53447,0,0.00418101682091273,891.806706883865,891.806706883865,0,"No",4064,254732,0.0190530663528662,0.0199270076304515,4250.41080056768,186.410800567681,0.956142874344573,"No",14909,494543,0.069897186578465,0.0386867850705306,8251.8525687591,0,1,"Yes",0,5673,0,0.000443783718918516,94.6586234616006,94.6586234616006,0,"No",214,11182,0.00100328646641569,0.000874738153524916,186.580773408711,0,1,"Yes",33868,5283815,0.158781803946573,0.4133388102904,88164.7548961321,54296.7548961321,0.384144435493529,"No",180711,10388566,0.847219161833858,0.81266991956821,173341.68117398,0,1,"Yes"
"Rhode Island",23017,1057125,4538,542433,0.19715862188817,0.513120964881164,11810.5052486697,7272.50524866974,0.384234196967241,"No",0,87633,0,0.0828974813763746,1908.05132884001,1908.05132884001,0,"No",924,176471,0.0401442412130165,0.166934846872413,3842.33937046234,2918.33937046234,0.240478497839929,"No",141,46171,0.00612590693834992,0.0436760080406764,1005.29067707225,864.290677072248,0.140257940529838,"No",454,91950,0.0197245514185167,0.08698119900674,2002.04625753813,1548.04625753813,0.226767987148445,"No",0,6034,0,0.00570793425564621,131.379522762209,131.379522762209,0,"No",35,12029,0.00152061519746274,0.0113789759962162,261.909890504907,226.909890504907,0.133633746829978,"No",0,20218,0,0.0191254582003074,440.210671396476,440.210671396476,0,"No",883,38958,0.0383629491245601,0.0368527846754168,848.240544874069,0,1,"Yes",0,1107,0,0.001047179851011,24.1029386307201,24.1029386307201,0,"No",0,2218,0,0.00209814354972212,48.2929700839541,48.2929700839541,0,"No",4276,453021,0.185775730981449,0.428540617240156,9863.71938701667,5587.71938701667,0.433507871850894,"No",19805,880551,0.860450971021419,0.832967719049308,19172.4179893579,0,1,"Yes"
"South Carolina",79224,5218040,16390,2694628,0.20688175300414,0.516406160167419,40911.7616331036,24521.7616331036,0.400618290333851,"No",839,152106,0.0105902251842876,0.0291500256801404,2309.38163448345,1470.38163448345,0.363300715426216,"No",1971,320061,0.0248788245986065,0.0613373987167595,4859.39407593656,2888.39407593656,0.405606124796562,"No",1073,747159,0.0135438755932546,0.143187671999448,11343.9001264843,10270.9001264843,0.0945882798716553,"No",3067,1398839,0.0387130162576997,0.268077477366981,21238.1700669217,18171.1700669217,0.14440980509789,"No",0,14087,0,0.00269967267403086,213.878867927421,213.878867927421,0,"No",349,29119,0.00440523073816015,0.00558044783098635,442.105398962062,93.1053989620623,0.789404519418565,"No",1009,52116,0.0127360395839645,0.00998765820116366,791.262233328989,0,1,"Yes",5090,98989,0.0642482076138544,0.018970532997064,1502.9215061594,0,1,"Yes",0,2491,0,0.000477382312132525,37.8201362963871,37.8201362963871,0,"No",0,5270,0,0.00100995776191827,80.0128937302129,80.0128937302129,0,"No",14451,1824170,0.182406846410179,0.349589117753026,27695.8482648657,13244.8482648657,0.52177495564677,"No",66431,3578889,0.838521155205493,0.685868448689546,54337.2419789806,0,1,"Yes"
"South Dakota",21408,892717,3348,442058,0.156390134529148,0.495182683874061,10600.8708963759,7252.8708963759,0.315823108565974,"No",0,18459,0,0.0206773255130125,442.660184582572,442.660184582572,0,"No",137,39604,0.00639947683109118,0.0443634432860582,949.732593867933,812.732593867933,0.144251130143956,"No",0,8881,0,0.00994828148226146,212.972809972253,212.972809972253,0,"No",0,21455,0,0.0240333722781128,514.506433729838,514.506433729838,0,"No",30,40452,0.00140134529147982,0.0453133523837902,970.06824783218,940.06824783218,0.0309256591657765,"No",144,80052,0.00672645739910314,0.0896723149665572,1919.70491880406,1775.70491880406,0.0750115283809918,"No",0,7910,0,0.00886059075832543,189.687526954231,189.687526954231,0,"No",220,14971,0.0102765321375187,0.0167701522430961,359.015419220201,139.015419220201,0.612787050979178,"No",0,369,0,0.000413344878612147,8.84888716132884,8.84888716132884,0,"No",0,862,0,0.00096559155925114,20.6713841004484,20.6713841004484,0,"No",3212,373195,0.150037369207773,0.418044016188781,8949.48629856942,5737.48629856942,0.358903281466942,"No",19144,752682,0.89424514200299,0.843136178654602,18049.8593126377,0,1,"Yes"
